categoryId,type,target,reading,meaning,example,exampleMeaning,question,optionA,optionB,optionC,optionD,answer
n2-formal-situations,grammar,に関して,,regarding,本件に関して、担当者より説明いたします。,Regarding this matter the person in charge will explain.,Choose the grammar pattern that best fits this sentence meaning: Regarding this matter the person in charge will explain.,べきだ,ていく,ため,に関して,3
n2-formal-situations,grammar,に関して,,regarding,利用料金に関して、変更のお知らせがあります。,Regarding usage fees there is a notice of change.,Choose the grammar pattern that best fits this sentence meaning: Regarding usage fees there is a notice of change.,にほかならない,に違いない,に従って,に関して,3
n2-formal-situations,grammar,に関して,,regarding,個人情報の扱いに関して、規約をご確認ください。,Regarding the handling of personal information please check the terms.,Choose the grammar pattern that best fits this sentence meaning: Regarding the handling of personal information please check the terms.,あげく,からこそ,ば...ほど,に関して,3
n2-formal-situations,grammar,に基づき,,based on,社内規定に基づき、対応いたします。,We will respond based on company regulations.,Choose the grammar pattern that best fits this sentence meaning: We will respond based on company regulations.,からこそ,に基づき,ていく,にすぎない,1
n2-formal-situations,grammar,に基づき,,based on,調査結果に基づき、改善策を検討します。,We will consider improvement measures based on survey results.,Choose the grammar pattern that best fits this sentence meaning: We will consider improvement measures based on survey results.,ごとに,あげく,に基づき,とは限らない,2
n2-formal-situations,grammar,に基づき,,based on,契約書に基づき、手続きを進めます。,We will proceed with the procedure based on the contract.,Choose the grammar pattern that best fits this sentence meaning: We will proceed with the procedure based on the contract.,つつある,に基づき,を除いて,に反して,1
n2-formal-situations,grammar,に基づき,,based on,法律に基づき、個人情報を管理します。,We manage personal information based on the law.,Choose the grammar pattern that best fits this sentence meaning: We manage personal information based on the law.,に基づき,に従って,にほかならない,にもかかわらず,0
n2-formal-situations,grammar,に基づき,,based on,申請内容に基づき、審査を行います。,We will conduct screening based on the application details.,Choose the grammar pattern that best fits this sentence meaning: We will conduct screening based on the application details.,に基づき,以上,一方だ,に比例して,0
n2-formal-situations,grammar,に応じて,,according to,人数に応じて、会場を変更する場合があります。,The venue may change according to the number of people.,Choose the grammar pattern that best fits this sentence meaning: The venue may change according to the number of people.,にしても,に応じて,に際して,といえる,1
n2-formal-situations,grammar,に応じて,,according to,利用状況に応じて、料金が変わります。,Fees change according to usage conditions.,Choose the grammar pattern that best fits this sentence meaning: Fees change according to usage conditions.,に応じて,にほかならない,によって,つつある,0
n2-formal-situations,grammar,に応じて,,according to,希望に応じて、資料を送付します。,We will send materials according to requests.,Choose the grammar pattern that best fits this sentence meaning: We will send materials according to requests.,に応じて,ことから,に関して,にもかかわらず,0
n2-formal-situations,grammar,に応じて,,according to,経験に応じて、担当業務を決定します。,Duties will be decided according to experience.,Choose the grammar pattern that best fits this sentence meaning: Duties will be decided according to experience.,ものとする,に応じて,ため,一方で,1
n2-formal-situations,grammar,に応じて,,according to,状況に応じて、対応方法を変更します。,We will change the response method according to the situation.,Choose the grammar pattern that best fits this sentence meaning: We will change the response method according to the situation.,てくる,ものとする,に応じて,一方で,2
n2-formal-situations,grammar,ものとする,,shall be regarded or decided,申請者は規約に同意したものとする。,Applicants shall be regarded as having agreed to the terms.,Choose the grammar pattern that best fits this sentence meaning: Applicants shall be regarded as having agreed to the terms.,にもかかわらず,とは限らない,ものの,ものとする,3
n2-formal-situations,grammar,ものとする,,shall be regarded or decided,提出期限を過ぎた場合は無効とするものとする。,If the deadline passes it shall be regarded as invalid.,Choose the grammar pattern that best fits this sentence meaning: If the deadline passes it shall be regarded as invalid.,からすると,べきだ,反面,ものとする,3
n2-formal-situations,grammar,ものとする,,shall be regarded or decided,参加費は事前に支払うものとする。,Participation fees shall be paid in advance.,Choose the grammar pattern that best fits this sentence meaning: Participation fees shall be paid in advance.,といえる,ものとする,以上,につながる,1
n2-formal-situations,grammar,ものとする,,shall be regarded or decided,利用者は注意事項を確認したものとする。,Users shall be regarded as having confirmed the precautions.,Choose the grammar pattern that best fits this sentence meaning: Users shall be regarded as having confirmed the precautions.,に限らず,ものとする,に違いない,に反して,1
n2-formal-situations,grammar,ものとする,,shall be regarded or decided,本規則は全参加者に適用されるものとする。,These rules shall apply to all participants.,Choose the grammar pattern that best fits this sentence meaning: These rules shall apply to all participants.,とはいえ,ものとする,に従って,反面,1
n2-cause-consequence,vocab,影響,えいきょう,impact,この変化の影響について、報告書で詳しく分析されている。,The report analyzes the impact of this change in detail.,What is the closest meaning of 「影響」?,profit,impact,friction,limitation,1
n2-cause-consequence,vocab,要因,よういん,factor,この変化の要因について、報告書で詳しく分析されている。,The report analyzes the factor of this change in detail.,What is the closest meaning of 「要因」?,dispersion,advance reservation,values,factor,3
n2-cause-consequence,vocab,原因,げんいん,cause,この変化の原因について、報告書で詳しく分析されている。,The report analyzes the cause of this change in detail.,What is the closest meaning of 「原因」?,cause,deadline,exclusion,supply,0
n2-cause-consequence,vocab,結論,けつろん,conclusion,この変化の結論について、報告書で詳しく分析されている。,The report analyzes the conclusion of this change in detail.,What is the closest meaning of 「結論」?,evaluation,related parties,respect,conclusion,3
n2-cause-consequence,vocab,結果的に,けっかてきに,as a result,この変化の結果的にについて、報告書で詳しく分析されている。,The report analyzes the as a result of this change in detail.,What is the closest meaning of 「結果的に」?,analysis,abolition,short-term,as a result,3
n2-cause-consequence,vocab,背景,はいけい,background,この変化の背景について、報告書で詳しく分析されている。,The report analyzes the background of this change in detail.,What is the closest meaning of 「背景」?,department in charge,background,motive,promotion,1
n2-cause-consequence,vocab,契機,けいき,trigger,この変化の契機について、報告書で詳しく分析されている。,The report analyzes the trigger of this change in detail.,What is the closest meaning of 「契機」?,sense of discomfort,chance,trigger,conclusion,2
n2-cause-consequence,vocab,促進,そくしん,promotion,この変化の促進について、報告書で詳しく分析されている。,The report analyzes the promotion of this change in detail.,What is the closest meaning of 「促進」?,interruption,promotion,interpretation,pending status,1
n2-cause-consequence,vocab,悪化,あっか,worsening,この変化の悪化について、報告書で詳しく分析されている。,The report analyzes the worsening of this change in detail.,What is the closest meaning of 「悪化」?,viewpoint,comparison,integration,worsening,3
n2-cause-consequence,vocab,改善,かいぜん,improvement,この変化の改善について、報告書で詳しく分析されている。,The report analyzes the improvement of this change in detail.,What is the closest meaning of 「改善」?,reform,improvement,common point,chain reaction,1
n2-cause-consequence,vocab,発生,はっせい,occurrence,この変化の発生について、報告書で詳しく分析されている。,The report analyzes the occurrence of this change in detail.,What is the closest meaning of 「発生」?,trend,occurrence,spread,development,1
n2-cause-consequence,vocab,拡大,かくだい,expansion,この変化の拡大について、報告書で詳しく分析されている。,The report analyzes the expansion of this change in detail.,What is the closest meaning of 「拡大」?,private,difference in response,expansion,values,2
n2-cause-consequence,vocab,縮小,しゅくしょう,reduction,この変化の縮小について、報告書で詳しく分析されている。,The report analyzes the reduction of this change in detail.,What is the closest meaning of 「縮小」?,reduction,friction,response,private,0
n2-cause-consequence,vocab,低下,ていか,decline,この変化の低下について、報告書で詳しく分析されている。,The report analyzes the decline of this change in detail.,What is the closest meaning of 「低下」?,decline,chance,conclusion,profit,0
n2-cause-consequence,vocab,上昇,じょうしょう,rise,この変化の上昇について、報告書で詳しく分析されている。,The report analyzes the rise of this change in detail.,What is the closest meaning of 「上昇」?,rise,values,efficiency improvement,outside the scope,0
n2-cause-consequence,vocab,減少,げんしょう,decrease,この変化の減少について、報告書で詳しく分析されている。,The report analyzes the decrease of this change in detail.,What is the closest meaning of 「減少」?,certificate,possibility,direct,decrease,3
n2-cause-consequence,vocab,増加,ぞうか,increase,この変化の増加について、報告書で詳しく分析されている。,The report analyzes the increase of this change in detail.,What is the closest meaning of 「増加」?,increase,your company,advancement,trigger,0
n2-cause-consequence,vocab,進行,しんこう,progression,この変化の進行について、報告書で詳しく分析されている。,The report analyzes the progression of this change in detail.,What is the closest meaning of 「進行」?,judgment,progression,effect,contradiction,1
n2-cause-consequence,vocab,停滞,ていたい,stagnation,この変化の停滞について、報告書で詳しく分析されている。,The report analyzes the stagnation of this change in detail.,What is the closest meaning of 「停滞」?,stagnation,range,specialized,decline,0
n2-cause-consequence,vocab,混乱,こんらん,confusion,この変化の混乱について、報告書で詳しく分析されている。,The report analyzes the confusion of this change in detail.,What is the closest meaning of 「混乱」?,response,participant,reliability,confusion,3
n2-cause-consequence,vocab,負担,ふたん,burden,この変化の負担について、報告書で詳しく分析されている。,The report analyzes the burden of this change in detail.,What is the closest meaning of 「負担」?,long-term,reliability,burden,technological,2
n2-cause-consequence,vocab,損害,そんがい,damage,この変化の損害について、報告書で詳しく分析されている。,The report analyzes the damage of this change in detail.,What is the closest meaning of 「損害」?,possibility,damage,separation,integration,1
n2-cause-consequence,vocab,利益,りえき,profit,この変化の利益について、報告書で詳しく分析されている。,The report analyzes the profit of this change in detail.,What is the closest meaning of 「利益」?,general,compromise,profit,appropriate,2
n2-cause-consequence,vocab,需要,じゅよう,demand,この変化の需要について、報告書で詳しく分析されている。,The report analyzes the demand of this change in detail.,What is the closest meaning of 「需要」?,disagreement,inevitability,demand,economic,2
n2-cause-consequence,vocab,供給,きょうきゅう,supply,この変化の供給について、報告書で詳しく分析されている。,The report analyzes the supply of this change in detail.,What is the closest meaning of 「供給」?,criticism,growth,supply,factor,2
n2-cause-consequence,vocab,反応,はんのう,reaction,この変化の反応について、報告書で詳しく分析されている。,The report analyzes the reaction of this change in detail.,What is the closest meaning of 「反応」?,reaction,identity verification,declining birthrate,registration,0
n2-cause-consequence,vocab,変動,へんどう,fluctuation,この変化の変動について、報告書で詳しく分析されている。,The report analyzes the fluctuation of this change in detail.,What is the closest meaning of 「変動」?,fluctuation,related parties,burden,expansion,0
n2-cause-consequence,vocab,傾向,けいこう,tendency,この変化の傾向について、報告書で詳しく分析されている。,The report analyzes the tendency of this change in detail.,What is the closest meaning of 「傾向」?,valuable,tendency,growth,fairness,1
n2-cause-consequence,vocab,対策,たいさく,countermeasure,この変化の対策について、報告書で詳しく分析されている。,The report analyzes the countermeasure of this change in detail.,What is the closest meaning of 「対策」?,countermeasure,supplement,respect,tendency,0
n2-cause-consequence,vocab,効果,こうか,effect,この変化の効果について、報告書で詳しく分析されている。,The report analyzes the effect of this change in detail.,What is the closest meaning of 「効果」?,advancement,our company,outside the scope,effect,3
n2-cause-consequence,vocab,副作用,ふくさよう,side effect,この変化の副作用について、報告書で詳しく分析されている。,The report analyzes the side effect of this change in detail.,What is the closest meaning of 「副作用」?,comprehensive,side effect,recognition,possibility,1
n2-cause-consequence,vocab,必然,ひつぜん,inevitability,この変化の必然について、報告書で詳しく分析されている。,The report analyzes the inevitability of this change in detail.,What is the closest meaning of 「必然」?,chance,inevitability,development,special exception,1
n2-cause-consequence,vocab,偶然,ぐうぜん,chance,この変化の偶然について、報告書で詳しく分析されている。,The report analyzes the chance of this change in detail.,What is the closest meaning of 「偶然」?,regulation,implementation,chance,reversal,2
n2-cause-consequence,vocab,関連,かんれん,relation,この変化の関連について、報告書で詳しく分析されている。,The report analyzes the relation of this change in detail.,What is the closest meaning of 「関連」?,conclusion of agreement,decrease,relation,structural,2
n2-cause-consequence,vocab,連鎖,れんさ,chain reaction,この変化の連鎖について、報告書で詳しく分析されている。,The report analyzes the chain reaction of this change in detail.,What is the closest meaning of 「連鎖」?,inappropriate,chain reaction,technological,difference in response,1
n2-cause-consequence,vocab,誘因,ゆういん,inducing factor,この変化の誘因について、報告書で詳しく分析されている。,The report analyzes the inducing factor of this change in detail.,What is the closest meaning of 「誘因」?,stability,inducing factor,specialized,promotion,1
n2-cause-consequence,vocab,動機,どうき,motive,この変化の動機について、報告書で詳しく分析されている。,The report analyzes the motive of this change in detail.,What is the closest meaning of 「動機」?,specialized,short-term,factor,motive,3
n2-cause-consequence,vocab,事情,じじょう,circumstances,この変化の事情について、報告書で詳しく分析されている。,The report analyzes the circumstances of this change in detail.,What is the closest meaning of 「事情」?,same-day reception,relation,efficiency improvement,circumstances,3
n2-cause-consequence,vocab,経緯,けいい,sequence of events,この変化の経緯について、報告書で詳しく分析されている。,The report analyzes the sequence of events of this change in detail.,What is the closest meaning of 「経緯」?,pros and cons,fall,sequence of events,economic,2
n2-cause-consequence,vocab,根本,こんぽん,root,この変化の根本について、報告書で詳しく分析されている。,The report analyzes the root of this change in detail.,What is the closest meaning of 「根本」?,room or possibility,conclusion of agreement,change,root,3
n2-cause-consequence,vocab,直接的,ちょくせつてき,direct,この変化の直接的について、報告書で詳しく分析されている。,The report analyzes the direct of this change in detail.,What is the closest meaning of 「直接的」?,direct,advancement,disagreement,deadline,0
n2-cause-consequence,vocab,間接的,かんせつてき,indirect,この変化の間接的について、報告書で詳しく分析されている。,The report analyzes the indirect of this change in detail.,What is the closest meaning of 「間接的」?,change,conditional,indirect,internationalization,2
n2-cause-consequence,vocab,長期的,ちょうきてき,long-term,この変化の長期的について、報告書で詳しく分析されている。,The report analyzes the long-term of this change in detail.,What is the closest meaning of 「長期的」?,development,consultation desk,inevitability,long-term,3
n2-cause-consequence,vocab,短期的,たんきてき,short-term,この変化の短期的について、報告書で詳しく分析されている。,The report analyzes the short-term of this change in detail.,What is the closest meaning of 「短期的」?,confusion,short-term,distance or gap,impartiality,1
n2-cause-consequence,vocab,経済的,けいざいてき,economic,この変化の経済的について、報告書で詳しく分析されている。,The report analyzes the economic of this change in detail.,What is the closest meaning of 「経済的」?,cause,economic,damage,our company,1
n2-cause-consequence,vocab,社会的,しゃかいてき,social,この変化の社会的について、報告書で詳しく分析されている。,The report analyzes the social of this change in detail.,What is the closest meaning of 「社会的」?,sequence of events,values,social,short-term,2
n2-cause-consequence,vocab,環境的,かんきょうてき,environmental,この変化の環境的について、報告書で詳しく分析されている。,The report analyzes the environmental of this change in detail.,What is the closest meaning of 「環境的」?,countermeasure,private,distance or gap,environmental,3
n2-cause-consequence,vocab,技術的,ぎじゅつてき,technological,この変化の技術的について、報告書で詳しく分析されている。,The report analyzes the technological of this change in detail.,What is the closest meaning of 「技術的」?,penetration,bias,technological,power of attorney,2
n2-cause-consequence,vocab,構造的,こうぞうてき,structural,この変化の構造的について、報告書で詳しく分析されている。,The report analyzes the structural of this change in detail.,What is the closest meaning of 「構造的」?,contrast,settlement,our company,structural,3
n2-cause-consequence,vocab,心理的,しんりてき,psychological,この変化の心理的について、報告書で詳しく分析されている。,The report analyzes the psychological of this change in detail.,What is the closest meaning of 「心理的」?,viewpoint,valuable,psychological,demand,2
n2-cause-consequence,grammar,によって,,because of or by means of,技術の進歩によって、働き方が大きく変わった。,Because of technological progress ways of working changed greatly.,Choose the grammar pattern that best fits this sentence meaning: Because of technological progress ways of working changed greatly.,一方で,ものとする,によって,に反して,2
n2-cause-consequence,grammar,によって,,because of or by means of,大雨によって、一部の道路が通行止めになった。,Because of heavy rain some roads were closed.,Choose the grammar pattern that best fits this sentence meaning: Because of heavy rain some roads were closed.,に限らず,てくる,によって,につれて,2
n2-cause-consequence,grammar,によって,,because of or by means of,制度の変更によって、手続きが簡単になった。,Because of the system change the procedure became easier.,Choose the grammar pattern that best fits this sentence meaning: Because of the system change the procedure became easier.,次第で,とは限らない,といえる,によって,3
n2-cause-consequence,grammar,によって,,because of or by means of,情報共有によって、ミスを減らすことができる。,By sharing information mistakes can be reduced.,Choose the grammar pattern that best fits this sentence meaning: By sharing information mistakes can be reduced.,に反して,からこそ,によって,に違いない,2
n2-cause-consequence,grammar,によって,,because of or by means of,人口減少によって、地域経済に影響が出ている。,Because of population decline regional economies are affected.,Choose the grammar pattern that best fits this sentence meaning: Because of population decline regional economies are affected.,につれて,に比例して,ば...ほど,によって,3
n2-cause-consequence,grammar,ことから,,from the fact that,利用者が増えていることから、需要は高いと考えられる。,From the fact that users are increasing demand is considered high.,Choose the grammar pattern that best fits this sentence meaning: From the fact that users are increasing demand is considered high.,にすぎない,てくる,ため,ことから,3
n2-cause-consequence,grammar,ことから,,from the fact that,回答が少なかったことから、関心は低いと判断された。,From the fact that responses were few interest was judged low.,Choose the grammar pattern that best fits this sentence meaning: From the fact that responses were few interest was judged low.,ことから,わけではない,に関して,につながる,0
n2-cause-consequence,grammar,ことから,,from the fact that,売上が回復していることから、市場は改善しているといえる。,From the fact that sales are recovering the market can be said to be improving.,Choose the grammar pattern that best fits this sentence meaning: From the fact that sales are recovering the market can be said to be improving.,ことから,を除いて,に従って,にしても,0
n2-cause-consequence,grammar,ことから,,from the fact that,事故が続いたことから、安全対策が見直された。,From the fact that accidents continued safety measures were reviewed.,Choose the grammar pattern that best fits this sentence meaning: From the fact that accidents continued safety measures were reviewed.,に反して,ことから,に際して,ば...ほど,1
n2-cause-consequence,grammar,ことから,,from the fact that,参加者の満足度が高いことから、イベントは成功したといえる。,From the high satisfaction of participants the event can be called a success.,Choose the grammar pattern that best fits this sentence meaning: From the high satisfaction of participants the event can be called a success.,ことから,つつある,に違いない,とはいえ,0
n2-cause-consequence,grammar,ため,,because of,大雨のため、一部の電車が遅れています。,Because of heavy rain some trains are delayed.,Choose the grammar pattern that best fits this sentence meaning: Because of heavy rain some trains are delayed.,において,次第,ため,とは限らない,2
n2-cause-consequence,grammar,ため,,because of,システム障害のため、ログインできません。,Because of a system failure login is unavailable.,Choose the grammar pattern that best fits this sentence meaning: Because of a system failure login is unavailable.,ため,にしても,によって,ていく,0
n2-cause-consequence,grammar,ため,,because of,人手不足のため、営業時間を短縮します。,Because of staff shortage business hours will be shortened.,Choose the grammar pattern that best fits this sentence meaning: Because of staff shortage business hours will be shortened.,ていく,において,ため,に際して,2
n2-cause-consequence,grammar,ため,,because of,健康上の理由のため、参加を見合わせます。,Because of health reasons I will refrain from participating.,Choose the grammar pattern that best fits this sentence meaning: Because of health reasons I will refrain from participating.,に違いない,ことから,ため,からこそ,2
n2-cause-consequence,grammar,ため,,because of,資料作成のため、会議時間を変更します。,Because of material preparation the meeting time will be changed.,Choose the grammar pattern that best fits this sentence meaning: Because of material preparation the meeting time will be changed.,につき,とはいえ,ため,反面,2
n2-cause-consequence,grammar,以上,,now that or since,契約を結んだ以上、責任を持って対応すべきだ。,Now that the contract has been signed we should respond responsibly.,Choose the grammar pattern that best fits this sentence meaning: Now that the contract has been signed we should respond responsibly.,以上,こととする,ものだ,につながる,0
n2-cause-consequence,grammar,以上,,now that or since,参加すると決めた以上、最後まで努力したい。,Now that I decided to participate I want to try until the end.,Choose the grammar pattern that best fits this sentence meaning: Now that I decided to participate I want to try until the end.,によって,次第,こととする,以上,3
n2-cause-consequence,grammar,以上,,now that or since,約束した以上、守らなければならない。,Now that I promised I must keep it.,Choose the grammar pattern that best fits this sentence meaning: Now that I promised I must keep it.,以上,次第で,に反して,によって,0
n2-cause-consequence,grammar,以上,,now that or since,責任者である以上、状況を説明する必要がある。,Since you are the person responsible you need to explain the situation.,Choose the grammar pattern that best fits this sentence meaning: Since you are the person responsible you need to explain the situation.,にもかかわらず,を除いて,以上,に応じて,2
n2-cause-consequence,grammar,以上,,now that or since,社会人である以上、基本的なマナーは必要だ。,Since you are a working adult basic manners are necessary.,Choose the grammar pattern that best fits this sentence meaning: Since you are a working adult basic manners are necessary.,以上,によって,といえる,一方だ,0
n2-cause-consequence,grammar,あげく,,after much effort ending badly,何度も話し合ったあげく、計画は中止になった。,After many discussions the plan ended up being canceled.,Choose the grammar pattern that best fits this sentence meaning: After many discussions the plan ended up being canceled.,ものとする,にしても,あげく,に基づき,2
n2-cause-consequence,grammar,あげく,,after much effort ending badly,長時間待たされたあげく、窓口は閉まってしまった。,After being made to wait a long time the counter ended up closing.,Choose the grammar pattern that best fits this sentence meaning: After being made to wait a long time the counter ended up closing.,つつある,て以来,一方で,あげく,3
n2-cause-consequence,grammar,あげく,,after much effort ending badly,いろいろ迷ったあげく、結局何も買わなかった。,After much hesitation I ended up buying nothing.,Choose the grammar pattern that best fits this sentence meaning: After much hesitation I ended up buying nothing.,において,につれて,に反して,あげく,3
n2-cause-consequence,grammar,あげく,,after much effort ending badly,何度も修正したあげく、最初の案に戻った。,After many revisions we ended up returning to the first plan.,Choose the grammar pattern that best fits this sentence meaning: After many revisions we ended up returning to the first plan.,てくる,において,に違いない,あげく,3
n2-cause-consequence,grammar,あげく,,after much effort ending badly,資料を探し回ったあげく、必要な情報は見つからなかった。,After searching around for materials the necessary information was not found.,Choose the grammar pattern that best fits this sentence meaning: After searching around for materials the necessary information was not found.,ことから,一方だ,に限らず,あげく,3
n2-cause-consequence,grammar,ばかりに,,simply because,確認を怠ったばかりに、大きなミスが起きた。,Simply because confirmation was neglected a major mistake occurred.,Choose the grammar pattern that best fits this sentence meaning: Simply because confirmation was neglected a major mistake occurred.,反面,ため,ばかりに,ば...ほど,2
n2-cause-consequence,grammar,ばかりに,,simply because,一言足りなかったばかりに、誤解を招いた。,Simply because one word was lacking it caused misunderstanding.,Choose the grammar pattern that best fits this sentence meaning: Simply because one word was lacking it caused misunderstanding.,ばかりに,ものの,によって,に際して,0
n2-cause-consequence,grammar,ばかりに,,simply because,安さを重視したばかりに、品質に問題が出た。,Simply because price was prioritized quality problems appeared.,Choose the grammar pattern that best fits this sentence meaning: Simply because price was prioritized quality problems appeared.,ばかりに,ことから,において,に際して,0
n2-cause-consequence,grammar,ばかりに,,simply because,準備を後回しにしたばかりに、発表が不十分になった。,Simply because preparation was postponed the presentation became insufficient.,Choose the grammar pattern that best fits this sentence meaning: Simply because preparation was postponed the presentation became insufficient.,ばかりに,につき,こととする,次第で,0
n2-cause-consequence,grammar,ばかりに,,simply because,情報を共有しなかったばかりに、対応が遅れた。,Simply because information was not shared the response was delayed.,Choose the grammar pattern that best fits this sentence meaning: Simply because information was not shared the response was delayed.,に限らず,ごとに,ばかりに,ていく,2
n2-cause-consequence,grammar,に伴って,,along with,人口の減少に伴って、学校の数も減っている。,Along with population decline the number of schools is also decreasing.,Choose the grammar pattern that best fits this sentence meaning: Along with population decline the number of schools is also decreasing.,ば...ほど,を除いて,に伴って,つつある,2
n2-cause-consequence,grammar,に伴って,,along with,技術の発展に伴って、働き方も変化している。,Along with technological development work styles are changing.,Choose the grammar pattern that best fits this sentence meaning: Along with technological development work styles are changing.,に伴って,一方で,において,にしても,0
n2-cause-consequence,grammar,に伴って,,along with,利用者の増加に伴って、問い合わせも増えた。,Along with the increase in users inquiries also increased.,Choose the grammar pattern that best fits this sentence meaning: Along with the increase in users inquiries also increased.,ため,につれて,一方で,に伴って,3
n2-cause-consequence,grammar,に伴って,,along with,物価の上昇に伴って、生活費も高くなっている。,Along with rising prices living costs are also becoming higher.,Choose the grammar pattern that best fits this sentence meaning: Along with rising prices living costs are also becoming higher.,に反して,とはいえ,に伴って,に従って,2
n2-cause-consequence,grammar,に伴って,,along with,国際化に伴って、外国語能力の重要性が高まった。,Along with internationalization the importance of foreign language ability increased.,Choose the grammar pattern that best fits this sentence meaning: Along with internationalization the importance of foreign language ability increased.,を除いて,に伴って,一方だ,ごとに,1
n2-cause-consequence,grammar,につながる,,lead to,早期発見は治療の選択肢を広げることにつながる。,Early detection leads to expanding treatment options.,Choose the grammar pattern that best fits this sentence meaning: Early detection leads to expanding treatment options.,次第,ば...ほど,につながる,にしても,2
n2-cause-consequence,grammar,につながる,,lead to,小さな改善が大きな成果につながる。,Small improvements lead to big results.,Choose the grammar pattern that best fits this sentence meaning: Small improvements lead to big results.,につながる,によって,において,わけではない,0
n2-cause-consequence,grammar,につながる,,lead to,情報共有はミスの防止につながる。,Information sharing leads to preventing mistakes.,Choose the grammar pattern that best fits this sentence meaning: Information sharing leads to preventing mistakes.,にしても,ものの,につながる,ざるを得ない,2
n2-cause-consequence,grammar,につながる,,lead to,運動不足は健康問題につながる可能性がある。,Lack of exercise may lead to health problems.,Choose the grammar pattern that best fits this sentence meaning: Lack of exercise may lead to health problems.,にしても,からすると,につながる,どころか,2
n2-cause-consequence,grammar,につながる,,lead to,信頼できる説明は利用者の安心につながる。,Reliable explanations lead to user reassurance.,Choose the grammar pattern that best fits this sentence meaning: Reliable explanations lead to user reassurance.,からすると,につながる,によって,ものだ,1
n2-cause-consequence,grammar,からこそ,,precisely because,難しいからこそ、挑戦する価値がある。,Precisely because it is difficult it is worth challenging.,Choose the grammar pattern that best fits this sentence meaning: Precisely because it is difficult it is worth challenging.,からこそ,つつある,に伴って,にしても,0
n2-cause-consequence,grammar,からこそ,,precisely because,失敗したからこそ、学べることがある。,Precisely because we failed there are things we can learn.,Choose the grammar pattern that best fits this sentence meaning: Precisely because we failed there are things we can learn.,反面,からこそ,にしても,こととする,1
n2-cause-consequence,grammar,からこそ,,precisely because,地域をよく知っているからこそ、できる支援がある。,Precisely because they know the region well there is support they can provide.,Choose the grammar pattern that best fits this sentence meaning: Precisely because they know the region well there is support they can provide.,ばかりに,こととする,からこそ,以上,2
n2-cause-consequence,grammar,からこそ,,precisely because,忙しいからこそ、計画的に行動する必要がある。,Precisely because we are busy we need to act with a plan.,Choose the grammar pattern that best fits this sentence meaning: Precisely because we are busy we need to act with a plan.,べきだ,に限らず,からこそ,ば...ほど,2
n2-cause-consequence,grammar,からこそ,,precisely because,経験があるからこそ、新しい問題にも対応できる。,Precisely because there is experience we can respond to new problems.,Choose the grammar pattern that best fits this sentence meaning: Precisely because there is experience we can respond to new problems.,に反して,に際して,一方だ,からこそ,3
n2-cause-consequence,grammar,次第で,,depending on,天気次第で、イベントの場所を変更します。,Depending on the weather we will change the event location.,Choose the grammar pattern that best fits this sentence meaning: Depending on the weather we will change the event location.,次第で,以上,どころか,ものだ,0
n2-cause-consequence,grammar,次第で,,depending on,結果次第で、次の方針を決めます。,Depending on the result we will decide the next policy.,Choose the grammar pattern that best fits this sentence meaning: Depending on the result we will decide the next policy.,てくる,につき,に際して,次第で,3
n2-cause-consequence,grammar,次第で,,depending on,予算次第で、導入時期が変わります。,Depending on the budget the introduction timing will change.,Choose the grammar pattern that best fits this sentence meaning: Depending on the budget the introduction timing will change.,ため,次第で,に際して,こととする,1
n2-cause-consequence,grammar,次第で,,depending on,参加人数次第で、会場を調整します。,Depending on the number of participants we will adjust the venue.,Choose the grammar pattern that best fits this sentence meaning: Depending on the number of participants we will adjust the venue.,ものだ,にほかならない,べきだ,次第で,3
n2-cause-consequence,grammar,次第で,,depending on,対応次第で、信頼を回復できる可能性がある。,Depending on the response there is a possibility of restoring trust.,Choose the grammar pattern that best fits this sentence meaning: Depending on the response there is a possibility of restoring trust.,に基づき,にあたり,次第で,に応じて,2
n2-change-progress,vocab,改善,かいぜん,improvement,近年、この分野では改善が急速に進んでいる。,In recent years improvement has been progressing rapidly in this field.,What is the closest meaning of 「改善」?,deceleration,shift,improvement,approval,2
n2-change-progress,vocab,悪化,あっか,worsening,近年、この分野では悪化が急速に進んでいる。,In recent years worsening has been progressing rapidly in this field.,What is the closest meaning of 「悪化」?,supply,reliability,worsening,necessity,2
n2-change-progress,vocab,推移,すいい,transition over time,近年、この分野では推移が急速に進んでいる。,In recent years transition over time has been progressing rapidly in this field.,What is the closest meaning of 「推移」?,transition over time,long-term,formal,guess,0
n2-change-progress,vocab,傾向,けいこう,trend,近年、この分野では傾向が急速に進んでいる。,In recent years trend has been progressing rapidly in this field.,What is the closest meaning of 「傾向」?,settlement,renewal,continuation,trend,3
n2-change-progress,vocab,進展,しんてん,progress,近年、この分野では進展が急速に進んでいる。,In recent years progress has been progressing rapidly in this field.,What is the closest meaning of 「進展」?,proof,sense of discomfort,progress,viewpoint,2
n2-change-progress,vocab,発展,はってん,development,近年、この分野では発展が急速に進んでいる。,In recent years development has been progressing rapidly in this field.,What is the closest meaning of 「発展」?,abolition,profit,exception rule,development,3
n2-change-progress,vocab,成長,せいちょう,growth,近年、この分野では成長が急速に進んでいる。,In recent years growth has been progressing rapidly in this field.,What is the closest meaning of 「成長」?,growth,official,activation,urbanization,0
